IW,IF,VW,FP,Depth,Width
44,140,9.378717923960528,81,0.9552365566013137,1.8717122978201686
46,145,9.78632871001988,60,1.3410101162826609,1.7795210060842477
43,146,8.841705107342765,61,1.244229002163117,1.8075498813430548
47,133,9.587354400805841,118,0.9331348679538553,1.9198553442000712
44,140,4.51687436400907,81,1.7495221852064362,2.5715869292525135
47,146,9.113904152034534,61,1.302755018979263,1.8412321111882142
45,146,9.48816809797364,60,0.9556362579325108,1.8179720305554947
46,146,9.207555842694461,60,1.0189003052002688,1.7386403491581672
45,148,9.310859106309774,55,0.9882384495506682,1.791719438017431
44,146,9.362254960816516,59,1.306265378692831,1.7457168251296051
45,140,9.556476173795911,80,1.2504768274101943,1.8338383594633987
47,141,11.228413696650478,80,1.1225697660414984,1.8207775763510903
44,147,9.185539121343655,61,1.1573910589714183,1.7159672608117427
45,146,9.25365611976051,60,1.2365694928702442,1.780823678916816
44,139,8.802126533131892,80,1.426154613999185,2.2120603821630653
45,140,4.795654616670372,80,1.2837363100106527,1.8928210912292722
45,147,9.353758557711696,59,1.2847121196625673,1.8712303265581947
45,145,8.091178906354447,60,1.2301982465899794,1.7901463534662165
44,147,10.007571891234404,80,1.09068916744136,1.782055172542518
45,141,10.008685112647981,80,0.9330875823338282,1.7946446307477615
47,140,9.714736245976818,81,1.1567019572888122,2.316794102225003
45,145,8.256309364158332,59,1.1998229568911383,1.917443007089872
46,140,4.5,81,1.2091513937353375,1.801913027085432
43,147,9.203130082653981,58,1.270908386364076,1.8120561260422603
44,141,12.0,80,1.1137138996119056,1.782206954556428
47,133,9.6707764164936,115,0.911483519109714,1.937769147202866
48,141,9.189510499311805,79,1.2252263900860612,1.8249873022049716
45,147,8.841783538085574,59,1.0128874720008159,1.820234696767547
48,139,4.766178369421904,79,1.6034962391887102,2.287508934866569
47,139,9.964759441009443,82,0.9773130676989543,1.8029738475046213
47,140,4.5,80,1.76,2.4044692893843895
44,146,9.127423507020596,61,1.2136573211663007,1.8169620709410654
47,133,9.337388439887746,124,1.0963963718201497,1.8438088130306358
48,146,9.399128773225934,60,1.3937468704140894,1.8732843756833473
47,140,4.5,81,1.5755158278803416,2.568874352022356
43,146,9.270747444247055,60,1.2761826063966064,1.773675172780754
44,140,9.285434705364422,79,1.0992093970647834,1.8161426617983583
45,141,9.410429198627911,80,0.9011144554975028,1.7615840980434303
44,146,8.941244070960412,61,1.228933616665446,1.903618851674586
44,146,8.510080172878181,60,1.5750235450461987,1.7705426629423813
44,146,8.958450905461575,61,1.2786782427921506,1.7592221921313638
47,139,5.812493197100503,81,1.3245116863654554,2.5278041944378926
43,146,9.013344129173632,60,1.1612784069658268,1.7374261228711758
48,133,9.131016498970826,125,0.930124121254306,2.2679693668523853
47,140,5.823342977899761,80,1.7123324535623066,2.382670008055229
46,139,4.581651586394163,80,1.76,2.6
46,145,9.001889461648249,60,1.3031675544579755,1.7593144022113494
45,145,9.0500232180791,59,1.238834629268989,1.7914660443026744
47,141,5.048298794663793,81,1.221633919597942,1.875737714223897
45,146,9.261404820933379,60,1.21395824849416,1.8419127378709264
45,140,8.788999621956497,80,1.1443005134456943,1.8490224494958367
45,140,8.570114622289543,81,1.3327852971371952,1.9849615783762535
45,146,9.378088922595285,60,1.2831002643206917,1.8315309241969708
46,146,9.668513134660726,60,1.2158085783291348,1.7959353397716595
44,140,4.5,80,1.311608322137022,1.936362485851506
44,148,9.407405341712883,59,1.2918305953146842,1.8639323116297706
44,140,9.856941876833497,81,1.233561839966216,1.8873773597440882
43,141,9.798550530761913,81,1.2423189835346513,1.877941957104904
47,141,9.973465764430989,80,1.1983800842005405,1.7560094033985965
44,145,8.656945044975553,59,1.1698824432155688,1.8555335200979897
46,146,9.42404272774365,60,1.3232452571680806,1.7586131422573117
43,146,9.474622082692889,60,1.2372835144110366,1.8059602147925542
44,147,9.925672007248394,58,1.1157078691894577,1.7512901171216813
47,141,10.060892962540091,80,1.242781304060817,1.8015225985043455
44,140,11.200363816657722,81,1.0692242557219165,1.7661979851163772
47,146,9.507554685031954,62,0.9501709593432248,1.776548379642908
45,146,9.237425595864694,57,1.068058319570504,1.8327641911751378
44,147,9.597910042524296,81,1.1579117454711483,1.7769586988625443
46,146,10.011130105588512,59,1.2246168914527826,1.8193347341422705
44,147,9.7577872237317,58,1.1323799344191703,1.7186011093344362
47,140,4.752078080351944,81,1.401094391706741,2.460931475249777
43,146,9.215777856705657,61,1.1619395696317676,1.7893222255834131
44,146,9.499853181514842,61,0.913210526283621,1.9351828138571108
48,141,9.841451473381964,81,1.0839213726334915,1.8039455393363923
48,133,9.758402820440121,124,1.016686941648375,1.806062225482596
43,146,9.089827460362704,60,1.1566181017466235,1.713114226053385
