IW,IF,VW,FP,Depth,Width
45,134,10.522676965558505,61,0.9929346480973354,1.7611512774995168
44,140,8.831008828809662,80,1.2892145925467788,1.874809219356373
45,147,9.340125958543563,59,1.2234836909493843,1.7374132244653369
48,145,9.320812445993585,60,1.3403790719498638,1.8266716034074841
47,140,9.48888292758974,81,1.2907798720132146,1.871481484218917
45,140,8.693672413227546,81,1.2923345761929428,1.9827418771422007
45,146,9.371604341508178,61,1.2661737579432912,1.7016098193437392
46,132,8.648505938437824,121,0.841755176179331,2.381809736700556
44,146,8.48962924211729,61,1.3078857293236201,1.9105892909730162
46,145,9.538142396024568,60,1.292609210591197,1.8498367064551713
44,134,10.11249065336823,114,0.9998000890556589,1.8100124941813567
44,147,9.072057871538687,59,1.1931465096503184,1.8713528950940064
44,140,9.280644769352351,80,1.2800592212973594,1.8414883880758843
44,140,4.9050512946236235,80,1.76,2.4956360326861184
48,139,4.5,80,1.7096523953651934,2.453879645637324
47,133,9.44305667940262,111,0.8,1.8148962029950566
45,139,9.182223773155656,80,1.3185337611593646,1.8513892351280057
48,140,10.079113581500557,82,1.1735997569689365,1.7925142183632914
44,141,10.004544342938138,80,0.8768941144418305,1.8307210672672316
46,146,9.117098825213999,60,1.0343172784701804,1.839010676025058
44,140,8.773374330662136,80,1.2263305047407291,1.8965832010192085
45,147,9.814045546216521,59,0.9500689676819352,1.784421851979874
44,147,8.529524733165138,57,1.0937388881362409,1.8639261412220731
47,140,4.5,80,1.3168594087128758,1.7891162138029189
45,140,8.858323805229986,81,1.2580757009804477,1.8828563228883426
43,146,9.518005670895677,59,1.202379782745259,1.7423462550533306
48,140,11.76621366146452,81,1.140561447807762,1.7535876551876415
44,141,10.178979749999986,80,1.2277084604409048,1.8701691197821952
47,139,12.0,81,1.0523040188745307,1.7621917959198548
46,147,9.285702455615013,61,1.2866544503894612,1.8021970906031153
46,145,9.258211277202767,59,1.1109437317725397,1.913471311995712
44,140,9.620143419004169,80,1.2177824777409514,1.9243423727189921
46,140,5.1974448192907845,80,1.2246373890146682,1.8499913793917704
46,147,9.457536030638558,59,0.9191240216349907,1.8366572634707417
44,140,9.618012430178704,79,1.2958164755771913,1.9265021493372925
47,140,4.5,81,0.9691986108882161,2.486428379993017
49,131,9.409118276656152,120,1.0051824352207557,2.2695618458652045
45,141,9.672782539860657,79,1.0334962190959345,1.8629929684619895
45,141,10.043552110994131,80,1.2175687309348304,1.821596343973467
43,147,8.756043633409105,59,1.1524619623668657,1.7692465378898337
45,145,9.497542244788756,60,0.9613443001655022,1.7252050889458916
44,146,9.472599557876917,60,1.2258328958954692,1.7161291010444861
45,146,9.42116430783998,59,1.2730907003515766,1.7515908462690724
47,141,12.0,79,1.223178815758205,1.8254168528399937
46,140,9.336805293333159,81,1.201683907357273,1.8504853488059576
48,141,9.58682329154781,80,0.9927694268340431,1.8246208038373108
46,140,9.491890922631175,81,1.2105517133562569,1.8806730780853205
48,139,4.5,81,1.2501182201167167,2.429629728848524
47,140,12.0,80,1.0912739201251387,2.3023882980529313
46,132,9.522724349369932,124,0.9105598788617135,2.275506211251187
43,148,9.615761552679816,56,1.0651445433549516,1.8600525476102843
46,140,9.509163094036024,81,1.0319817416472608,1.9393078540651418
44,141,9.558120614827398,81,1.3645351862302761,1.8743894271170027
45,146,9.336437573486766,59,1.28550612445258,1.7739002807680628
44,140,8.942988181058158,81,1.1858233898364534,1.8677289776028783
46,140,9.452556283766699,80,1.2767357480414823,1.8122548929626332
44,140,4.5,80,1.4693686093743457,2.6
48,140,11.746414068919746,80,1.1449238232995123,1.8097184557465495
44,140,4.657221171220842,81,1.7313229723511023,2.4489198053792425
43,146,8.706984990533043,59,1.1882534463103687,1.753762322484614
44,140,9.114651377367917,81,1.2419599517992084,1.9517328103110636
46,141,9.70086992023391,80,1.0846182070359747,1.8557267336321508
47,140,9.786636339647643,81,1.1038348920323433,1.828616799509024
44,140,8.799322836394753,81,1.1509837421871736,1.9506762721411104
48,133,9.412563865046451,118,1.0373533948559195,1.8688579492349957
44,139,4.5,79,1.6624762151297008,2.3534466253170225
44,140,9.889946733393174,80,1.2622008767017674,1.8677502600835494
47,133,9.580118944469584,121,0.8931935803773433,1.7684847833975301
45,139,4.656710441334994,80,1.582804017057515,2.4223193887395684
48,140,9.181007106821419,80,1.19654900134533,1.8598555043355016
47,145,8.981792718549986,122,1.0346584557494634,2.4438893605214993
46,146,8.834973380345124,58,1.333539813617201,1.8513041111718118
48,133,9.587982603724573,116,0.8161330306838567,1.8535906750539874
45,139,4.5,80,1.3193737658682694,2.4433515416891787
48,132,9.58278956485616,121,0.8877388346077614,2.239892558176723
46,139,4.5,80,1.76,2.585935087676691
45,146,9.425481935547687,60,1.147952969285149,1.8568093009329203
44,140,4.5,80,1.6625075923966213,2.458593502670228
44,146,9.32843032188774,60,1.201355941620089,1.8458894701256952
44,139,9.202461613735377,82,1.0766040599461222,1.9279888033206047
47,140,9.988151365001452,80,1.0060210803773624,1.826666336239049
46,139,4.5,79,1.5697551420786438,2.6
47,141,12.0,80,0.9454096194790532,1.812188576082493
46,141,9.416026092682312,81,1.2093623546234582,1.812887013755227
45,141,9.674546616717363,80,1.208678135621143,1.8360147355156966
43,147,8.53352021626076,59,1.0683588255575898,1.816598544065801
46,147,9.1358805029304,118,1.109179571337634,1.7550756639905754
45,140,4.987352811778988,80,1.5010357761782758,2.521969830583265
47,133,9.058193355608958,123,0.9890705756484112,2.3993993766970187
44,141,9.816001301761844,80,1.0025352286638647,1.8833979257886087
48,139,4.5,81,1.7523149039818207,2.5680388763765873
45,146,8.380322005576529,60,1.2366870699141932,1.8192126702800602
47,131,10.151011827128615,125,0.9164057625883082,2.159387772658829
44,146,8.751645820395641,60,1.1997788660604067,1.839389874000745
47,140,9.748957043358025,81,0.8768359566285872,1.8015398851192141
44,146,8.782598686300378,59,1.1515713215887162,1.8102694577869487
44,148,9.200816078842935,57,1.0604208940382225,1.8547258884907551
45,140,4.5,81,1.5844922954798706,2.443478449152372
47,139,5.571659075256919,80,1.38991216252861,2.351941038621
44,149,9.652377572160708,53,1.1438070660343114,1.7837088447840894
48,133,9.008839052870478,125,0.9243073758393701,2.1335382109390153
44,146,8.625180607580221,59,1.200264453455448,1.9030543516629235
46,140,9.48617997343185,81,1.2630876847486805,1.8418370720682056
45,132,8.935564275094508,81,1.0650524806799309,2.300671490167448
46,133,9.107157942165113,59,0.8705204384852867,1.8626322206312191
44,140,8.632240907013797,79,1.2014424760789328,1.9163260156289994
47,133,9.921146553196666,121,0.9343632355383494,1.783016682607608
45,140,4.7387760373052865,80,1.5494308454182466,2.4336533555083055
47,132,9.81132036699664,122,0.8,2.283722014757382
45,146,8.717587508170352,62,1.1963171318212387,1.743564614634719
44,147,9.283200961430751,60,1.2009646022918234,1.7373296042588757
44,146,9.249624481390121,59,1.2829959538800428,1.8037296064169765
45,146,9.374011038451,60,1.3057808157881048,1.7547655724558866
44,141,9.559173695707807,80,1.181080566974223,1.8491727576008823
45,145,8.90923417613419,59,1.2888936909046256,1.776622440917725
48,131,9.943166046775016,125,1.0035360127141744,2.3828990944203055
46,140,9.324730518209433,80,1.0186020891332552,1.8848243269834346
45,146,9.100773741469729,61,1.2080528065045895,2.249156930389138
46,141,9.421773738490728,79,0.8529834462969965,1.8128054080104852
47,140,4.5,80,1.6078699114570743,2.485516379504804
46,147,9.41025073901791,60,1.2297517220797385,1.769296599889985
46,135,10.451160814705355,119,0.998154465684057,1.7498229105636434
46,140,4.506299024535066,79,1.3522885357654502,2.4600418945438047
43,147,8.88247399944729,61,1.198342697330555,1.714129956208223
45,146,10.033565033967857,80,1.208561345801079,1.7341365379992566
46,140,4.690630538310205,81,1.5986243447904172,2.3912915151804097
44,146,8.151074063989473,59,1.1388058430304289,1.7573102745489917
48,131,9.255807887426055,120,0.9753017505042474,2.1572956680922464
44,140,9.563460977613705,79,1.1678466287638547,1.8621275891878704
43,146,8.967645872386512,61,1.1986114532126628,1.775935927444054
43,147,9.453988449435395,60,1.247597926385533,1.7470191379752975
47,140,11.11606990781233,80,1.2787198354083797,1.818047665400292
47,140,9.65193041410937,80,1.1062614925275318,1.8946595109751017
47,140,11.706254635972316,79,1.3594069549221417,1.814139793612077
48,139,9.786430567086338,82,0.9203694243408452,2.2836939707781574
43,146,9.200438658320289,59,1.1743860299630937,1.7826814744274397
45,146,9.223564541556517,59,1.3582619665036972,1.8393345029344244
45,146,9.265044181855364,61,1.1579702251926425,1.7510885694741445
44,140,8.93174445322134,80,1.1217358804344992,1.869741167696036
44,148,8.903581630773676,53,1.1365955896263953,1.8151646119992346
47,140,9.713487300259597,80,0.8639414967471575,1.779876271555651
46,140,9.038059744401163,79,1.339359172207526,1.953784298033263
44,146,9.116433108833009,60,1.222823833787151,1.8323096226302023
44,140,9.295792381326246,80,1.2083267090363305,1.8168054140062462
43,145,8.82325038712669,60,1.2450760019548845,1.86181960112071
46,140,4.6240045514480075,81,1.7514458759468021,2.59156719385105
43,146,8.5468862688365,60,1.1066489655144993,1.7610061520923292
48,140,4.5,80,1.7416701814287312,2.468029286544494
45,140,8.400596331905941,80,1.0146961642690577,1.8682915004550522
43,146,8.788981983688995,59,1.2052485042323287,1.8508693482206187
46,140,10.06192164717343,80,1.223414033870186,1.7599770233348473
49,140,5.150467412321666,79,1.44376583870678,2.4551949034897183
44,146,8.994197960306913,59,1.27802569128536,1.873526113887205
44,147,8.556375320949256,59,1.2941264031141604,1.726206305958692
45,139,4.774103689912964,80,1.654500499900742,2.6
44,140,8.704705967643662,80,1.0202036112739945,1.9163818639313621
47,141,9.991876057883024,80,1.2758980143134246,1.7596991879726869
45,146,9.644223339095637,60,1.1731585869178154,1.68
45,140,9.408667575083305,80,1.3717025583354872,2.4652290418749203
43,148,8.51975620203451,57,1.18776804628505,1.8131214292963194
45,146,9.079528516643942,59,1.0348949764887827,1.7930757102307575
44,146,9.143759829075778,57,1.238928956697267,1.8304441928883342
46,140,4.5,80,1.76,2.241790063011999
47,140,11.07043512467819,81,1.0287226410300312,1.713200645128647
46,147,9.388463301854188,59,0.9672485803776462,1.7521850777891215
44,146,8.711338033313254,60,1.1456530170337713,1.7580371713858716
46,133,9.873362422122907,114,0.8544403037974185,1.7856709879879684
45,146,9.520611115805549,60,1.1837343372964313,1.7535322531888757
46,133,8.701169734103203,122,0.9293325732338042,1.8449513571405163
44,146,9.48502825644577,60,1.1733338403041411,1.804904199290252
45,141,9.506721902240507,81,1.2131901300812105,1.8273648293028202
46,140,8.396246142508039,79,1.1488794757098482,1.8700288930110325
44,141,9.431011266248905,79,1.135342469770412,1.9562668855968421
49,139,4.912122456358715,81,1.626871085956161,2.6
44,147,8.897133813858636,60,1.2583926744454348,1.7718877953944763
46,141,9.906950590089705,81,1.26634470864476,1.8509742343937816
47,134,9.701076821520047,114,1.1642292806961343,1.8836844120514042
47,132,11.112024445028846,120,0.8,1.7976108528418477
47,139,4.563386435293718,80,1.5705663761968147,2.458544701484387
44,146,8.886343019097133,59,1.284166407114978,1.8221425987810627
44,145,8.842063217623881,60,1.256522810855249,1.767713893828513
45,146,8.530363458600418,61,1.1622385661136796,1.8694433196585853
45,147,9.523281316570467,60,1.2129520763976462,1.786464059107792
44,146,9.346744936668927,61,1.2866739319932003,1.8100212655275962
44,146,9.12781081969972,59,1.16437109840994,1.7922603954545113
46,133,9.429915572169847,81,0.8,1.8596489372420544
49,132,9.354762774587076,118,1.0989175658139028,2.3037575808972273
47,133,9.220658176435785,125,0.8,2.1377636640021445
47,133,9.986672510732173,118,0.905673458867303,1.7750667255369939
45,140,9.74690437981423,80,1.2256675077016657,1.7955335751592665
47,134,10.267565858153509,115,0.916921964784388,1.823740885735161
47,134,9.61761010983424,120,1.0160890080748917,1.8160916561765656
45,146,9.540713568548682,60,0.955465545523745,1.8060332764429554
44,147,8.69141328424134,62,1.2872417899175157,1.8204912304317489
45,134,9.010286755039179,111,0.9058920228825413,1.893585214016236
48,133,8.621464289751708,119,0.9058489567337912,1.7556436463743617
44,146,9.142676783133922,61,1.3760785569198881,1.8743285523363824
44,140,8.493014271294843,81,0.8969744922836816,1.8951554245122495
47,140,9.259673188561361,82,1.116358887524484,1.8283843268357005
45,140,8.783273074909454,80,1.4176030523346086,1.7916279755640132
44,140,4.5,80,1.198770637850008,2.5308499610227715
47,133,10.06141310470034,121,0.8,1.8046945034463069
44,141,9.348828207737755,80,1.304986427378639,1.9150882874413955
45,140,8.829204189863832,81,1.2708301367970962,1.8688840124221893
44,140,9.538512250321102,80,0.9840200490624125,1.8589914942471935
44,146,9.655410619301582,59,1.3041955548844009,1.7921956029639274
47,139,10.29655057223337,80,1.3456385418687478,1.8561339206526557
43,146,9.188220609926056,61,1.187182531803473,1.8085236927424575
47,141,10.443283147622564,81,0.8768934894458335,1.7397005724546386
45,140,9.522932764488047,80,1.2390902942969595,1.8576734456961637
46,147,10.03990776518454,57,0.8855755422768484,1.82436627384556
45,140,9.331016177342688,81,1.5229439712945398,1.8543943346115601
45,140,4.5,80,1.6762645298625456,2.5195870305777643
47,146,9.78505987589675,59,1.0997883167893348,1.8420646453428395
46,140,9.658319371055645,81,1.1527900205989903,1.8369797348219266
44,147,8.96528491645364,62,1.3498402831239296,1.8033817378072206
47,133,9.899252070341028,122,0.9565194060699868,1.9505220928853864
46,141,10.501694363618986,80,1.2249706562768963,1.796622278506851
47,140,4.544616758043586,81,1.295789531303424,1.857184342334034
46,140,9.313642685341597,59,1.289499384616471,1.8251916276352858
44,146,9.525197693295121,58,1.34049530768857,1.7457397971818431
46,141,9.63710016000321,81,1.2036027301884769,1.7749510450463084
47,134,8.863995230593623,121,0.9639697990701847,2.4464071539052012
47,140,10.657117490817528,79,1.3445758034783601,1.8260831232428887
43,147,9.052190135329948,60,1.298877770662793,1.810274940012642
45,146,8.839589877504089,58,1.17051827056358,1.8908452245823681
48,139,4.5,80,1.28616057930733,2.540264440617085
44,140,8.636232233030585,80,1.1643401436455545,1.9363512723941996
47,141,10.82749384336519,80,1.0021177958249332,1.7758702144859118
48,141,12.0,81,1.1878973898077343,1.7702573451529982
47,139,4.89585429473991,80,1.6101455096264892,2.5130444232068903
43,147,9.171295111715146,55,1.2029674444283887,1.8006878689470618
44,146,8.757328383551322,60,1.1271710967364448,1.811311825003885
46,146,9.330334233222748,60,1.3058171835294303,1.7823413106095571
44,146,10.582596108993537,58,1.312875285462186,1.8115978210691068
45,140,8.783926717629475,80,1.246551525319662,1.9035867637973407
46,146,9.418006816039401,60,1.1844247642297006,1.68
43,146,8.942766083745518,60,1.146874895018933,1.7510601523277636
43,146,9.059022661809522,62,1.2533089513798332,1.766742342392814
44,146,9.562152503416693,61,1.2524612814750895,1.8073354271495778
47,141,9.51039662799146,81,1.089779304954909,1.8501969090059938
44,140,4.613834261119247,80,1.76,2.6
49,133,10.031703200500564,118,0.9209839465006672,1.8690155214242976
48,140,4.5,80,1.76,2.6
48,140,9.003966687090749,116,1.0210441062202629,1.919255499458497
47,140,9.650887409854459,80,0.9958132273628029,1.8699709442943728
43,147,8.599694440845619,59,1.3165292623188245,1.8330483779508329
46,134,9.735267857384821,113,1.0511582666784696,1.85391263114702
45,147,8.905573970720921,60,1.1867982221149092,1.8231263362228272
46,146,9.78986758298373,60,1.3182912638231985,1.73431559296767
44,146,8.87096559899537,60,1.2052738077975396,1.7324282811274072
43,147,8.77120012193154,61,1.2468474189550791,1.8296468329022495
45,140,9.472885365245137,81,0.8896157753431567,2.3810600717432804
44,140,9.103016860982311,80,1.2768269421056064,1.8066468875893855
47,140,9.165237480029399,81,0.9856752671444904,2.209013543732651
47,141,9.508283899907656,81,1.2129141926461093,1.891389965391189
45,147,9.205444568552258,60,1.3058969489726278,1.7629442974947593
47,140,9.841683387502968,80,0.9506388230615797,1.7759788415452336
46,141,9.367448019450816,80,1.2567314182230866,1.796495415584886
44,141,9.84333335709858,80,1.2386189043102211,1.837481527544661
46,139,4.5,81,1.3113848053948023,1.944708566443702
44,141,9.803453794413707,80,1.2960058287719465,1.830162375465621
48,140,8.6165883400511,124,1.1075613047461124,2.266604265337229
44,146,9.059514889017844,61,1.130666317396527,1.7676360155190676
46,140,11.122216010374618,80,1.1102640463601379,1.7728867074479329
45,140,4.5,80,1.5655775733657753,2.574116917914096
45,140,11.52393956164552,80,1.1830083150945112,2.3957741440946236
43,146,9.442881355653865,57,1.26049311641139,1.7195659449822382
44,146,9.618878167459808,60,1.2207225882858819,1.781972444205732
47,140,9.494118736388367,80,1.0877003899444864,1.8081289514831473
46,140,9.230854783810912,79,1.061963821279199,1.7441352103485437
44,146,9.156514762051122,61,1.2426464148002394,1.822368176166815
44,146,9.19411762845513,60,1.1763126991729007,1.9228711568448387
43,146,8.620690732969726,60,1.2068364361666724,1.7537143472105021
45,147,9.205353232870893,59,1.165537713537338,1.7788478264130174
44,146,8.867587116599944,60,1.2453879611768026,1.793891185422554
48,132,9.77488365354536,125,0.8742300979238106,2.1453828102460086
45,140,4.5,81,1.5514121635853757,2.273811176147605
44,147,8.911144723806792,61,1.254931006915126,1.8798415804094544
45,146,9.364932453269017,60,1.3796377171598329,1.819762259870642
46,140,9.700791286587288,80,1.2422426430567501,2.31778510473879
44,145,8.712960259386858,60,1.1973827616920376,1.8215018285682547
46,140,4.590581769233669,79,1.76,2.6
44,141,9.76658258389002,80,1.2492769790802485,1.8396628155705979
44,146,8.603839300326744,60,1.3068408464676133,1.8056620053235304
44,141,9.88655821804758,81,1.1268195752466248,1.779045389818657
45,140,9.495785322862455,81,1.0862125516950574,1.9214043680284771
45,146,9.76067549936528,59,1.154672830406676,1.7782831535219719
44,145,9.214520026580455,59,1.2381101984546117,1.8348853984308435
46,146,9.473355230538788,59,1.2364061245829514,1.8331128355327162
47,140,5.064484916501404,80,1.5619919365750217,2.28898749573734
43,147,9.541454103244012,59,1.0888497300136355,1.734259026239136
43,146,9.583067194611996,60,1.160761846107734,1.7626608198522666
44,147,9.342281978031641,60,1.1032965261626382,1.8410497258558514
47,140,4.5,80,1.4962872713584379,2.3577945609369473
44,146,9.085156193010986,60,1.1785715735941533,1.857875436097555
47,141,10.093748369269962,80,1.041205983824343,1.7865804467595396
47,141,9.686229775494022,80,1.0823456039917903,1.721300123846106
