IW,IF,VW,FP,Depth,Width
44,147,10.369857356175995,58,1.0175287404828173,1.68
45,143,8.421620758241405,69,1.163676120509996,1.8158900829504994
43,149,8.17944538595496,52,1.4690749385280746,2.0568364151248013
47,141,7.52445715636522,73,1.4969558397006846,2.1862532213715493
49,131,8.476740709802229,125,1.101459909602916,2.3829408828458285
45,146,8.815912447100231,58,1.203599907288482,1.7992392404882256
44,141,8.585688132874425,74,1.2428082601304988,1.9205388830593804
48,139,7.22402604559549,86,1.11406783467088,2.161089612759832
44,146,7.364650324004951,56,1.3831600118526546,1.860411886488492
46,133,8.806262953648643,119,0.9191082108099464,2.1447746488794013
45,146,10.73617587503541,67,0.8120799367055646,1.7398575252189634
47,135,9.14158169845825,99,0.9968767549738876,2.13788813643114
45,146,4.5,56,1.76,2.4840301779751544
43,149,9.730546465756044,50,1.1409023488786507,1.68
47,138,9.337179793835418,91,1.1448195745737741,2.2847568560199454
44,144,8.961939054406272,65,1.2874001449314296,1.9291609934355285
46,140,10.301753155275847,82,1.2833514534392678,1.8050165728757148
45,147,10.679735973246359,59,1.1275233797625728,1.68
46,144,10.166619846756653,67,1.2809582010743004,1.8554631203479859
43,150,7.996017330182501,50,1.76,1.7380369108145015
49,131,10.147928033069114,125,0.8,2.121685648970975
45,146,8.590888558991724,55,1.5129818919316638,1.7498784428953875
46,140,7.896318645693675,80,1.1902177069848885,2.1657197878079653
45,136,4.5,98,1.1037216731442827,2.6
46,143,8.948949595230067,78,0.8,1.8358153493908267
43,145,9.712315076088537,63,1.2678704097472606,1.7547004440899057
44,147,12.0,56,0.972841123511085,1.68
43,146,8.560390373834924,60,1.1975065701759557,1.7459474640192516
44,145,8.737822405102214,70,0.8926652308035767,1.989471230323927
47,139,9.580342075321342,89,0.8,1.8073003283433526
45,139,8.557956126416025,84,1.106740501160668,1.8944821662499345
44,147,9.523430456146682,58,1.266109351382204,1.7623218896145065
48,137,10.945421021119113,117,0.8,1.9618495432165723
44,143,10.011302298222231,74,0.9682767428135436,1.7324804669802063
48,131,5.145746657587595,125,1.2516339402215484,2.6
45,141,8.536060478248302,75,1.1988656001513562,1.8602095495842792
48,133,11.206639419805354,123,0.885029069898509,1.8939431979357852
46,143,10.122357117433012,61,1.3717960225724086,1.7173660755947942
47,138,9.203589722917238,90,1.1271693624847334,1.952577985159908
45,148,9.553684350375438,52,1.32657635278106,1.7508529524980896
47,142,10.813541479734539,77,1.1355579864775698,1.7089976580705737
47,136,7.7539606799867276,93,1.3252902785334686,2.4341619102162446
44,146,8.701829937594686,62,1.2899260806639525,1.9053799059388634
47,134,8.308004683555485,108,1.0588144711253147,2.1059270788282514
46,143,9.735585131362336,72,1.170640073173136,1.7937637232058947
49,136,10.471988244457227,115,0.8,2.1537902292866975
46,141,9.278241647733752,78,1.133554463627067,1.8542186805132628
44,148,9.736601874026384,53,1.3392533194707446,1.7669669300289792
46,145,9.1207275249197,62,1.2690304238461487,1.8072181493166113
43,150,10.609106109301239,50,1.2749013224021353,1.68
48,137,9.327992748552662,90,1.171202308528736,1.892326526683772
44,143,9.493499220062164,69,1.1687970837243469,1.7579637585654468
47,140,9.586061663501141,82,1.0878965205981515,2.0092629887366833
49,135,8.27214744930111,99,1.285459021309113,2.1306349778746947
48,134,9.64458460301555,106,0.8470663339978157,1.864698829579923
45,143,10.414910801021717,82,0.8,1.6818539308221716
48,135,10.337617231708887,106,1.3212528163353419,1.9947298546050332
48,138,9.380646536975181,89,1.1257038413360967,1.9041243366996814
48,137,6.299968485767595,90,1.1765544762269438,2.0824855137362
47,133,8.03876041315891,114,1.1794566927527521,2.4653836692647215
47,138,9.244453080930992,91,0.9918641765937721,2.280415140746472
48,132,8.26883187302544,117,1.4108753213608958,2.6
49,131,10.152751255115321,125,0.9727513985635547,2.388735073022349
47,137,7.369256514994215,92,1.3803877780764449,2.5429605522024943
45,143,10.943384777354321,71,1.1580378726796468,1.68
43,147,4.5,53,1.76,1.9434132034295013
44,140,4.5,81,1.6923640048307775,2.539516565387039
44,143,8.409253482584896,71,0.8915372713341465,1.989046801627976
45,145,11.621961533304736,68,1.0540422439920059,1.68
47,139,9.124919933592388,87,0.9789476482484925,2.328723972611815
45,144,12.0,77,0.8,1.68
45,147,12.0,58,0.9141179107811875,1.68
44,141,4.697922187520063,74,1.2683777530248153,2.442967859508242
48,133,11.358275049744753,107,1.2050939388882993,1.8219287776520106
47,143,8.415797132372923,71,1.2036652984798006,2.0120827527358593
46,144,9.931532301912814,73,0.826864112182025,1.805866069563574
43,149,4.5,50,1.76,2.408107957545383
46,146,11.881904849900986,58,1.284073691213673,1.68
47,136,8.62698893595478,99,1.1206660921895601,2.5459970009331374
45,146,8.90227466648828,57,1.340191053522314,1.6906715477951717
44,142,8.44604420091098,76,0.8644149647630874,1.8167979387796513
45,146,10.027714109627809,59,1.2283248344692523,1.7331796931764964
49,131,8.75814519317142,125,1.0253050931215117,2.6
47,139,9.823475182406055,91,0.9825761964008048,2.0303319103113724
43,147,10.516260934701174,57,1.2948551097905434,1.7423023880263746
49,131,6.161545112188217,125,1.1809258301604597,2.6
47,139,4.5,78,1.3740099783422075,2.515856444656991
44,144,4.864731291364321,65,1.2785117841239826,2.110276235009732
47,136,4.529157319298662,94,1.20884050368235,2.453634689249952
46,144,10.852995717492343,70,1.1157280480508072,1.68
44,147,10.220247134538013,59,1.1834414936401574,1.68
46,140,4.5,76,1.4603487895928726,2.363985512156372
46,147,9.794623524741292,57,1.1253428579388172,1.68
46,144,10.341729018896405,67,1.1226168464210589,1.68
46,139,8.383022446736055,80,1.5390837231719647,2.205324510371096
45,141,9.745670249968272,80,1.1155046311163903,1.864670164444878
45,143,10.362676786588857,75,0.8,1.68
46,145,9.555895388179977,66,1.2055282774552873,1.7436195254101783
43,147,10.873504635797099,58,0.9420772902624714,1.68
46,142,6.531029946374259,71,1.1823057261476662,2.454291040421115
47,138,9.53341726904506,92,1.1244670388087912,1.8912856595331573
43,146,11.017283391426247,62,1.2506905210592874,1.6837157828588167
45,147,7.788603765227755,58,1.4365383181925024,1.9699460224318786
46,140,4.5,74,1.4476385384431845,2.570790521090655
46,141,9.71754818834758,75,1.2358944615166474,1.73387277991874
46,137,4.5,87,1.7547242377624979,2.6
45,142,7.3147576987977905,74,1.4104163994537995,2.0908749262420265
47,140,9.730857031338582,82,0.8567167537938144,1.727929543022233
45,143,9.089962000430633,74,1.0413089288138726,1.9436323603954384
44,146,12.0,63,1.0319649056155997,1.68
43,147,11.777195942647724,61,0.8146660879980201,1.68
44,147,9.731394111165539,56,1.495110040758174,1.7488805091352575
44,143,7.4319684253643965,65,1.3649775526458952,2.113248430905347
49,131,12.0,125,0.8,1.7144051717463002
43,148,5.792903809327477,55,1.2754753733202895,1.8308969653188947
