IW,IF,VW,FP,Depth,Width
44,147,9.183298802742282,56,1.2710062854063493,1.8258618365224923
44,145,10.495140948667586,66,0.9572663043259404,1.7522872874872752
44,145,7.90060362516172,68,1.1543349270842664,1.942081473885155
46,144,10.201969471352038,71,1.2434946043214758,1.9462532586731904
48,131,5.143544603702283,125,1.249945464957606,2.6
49,131,10.190209234723852,125,1.0649774046187268,2.249279458586111
48,132,7.1011820290192205,119,1.0674635799117567,2.5819850500721233
46,140,12.0,85,0.8,1.710374711783405
47,141,12.0,83,0.8,1.68
46,144,8.857192837167869,66,1.2139359873958027,1.833423432327256
48,136,10.673958069472462,95,1.102424402941081,1.8321799942650985
46,142,4.5,75,1.2979335595433241,2.4932887096509715
45,145,8.9142776359448,62,1.2364045446940954,1.8488004552365127
44,143,5.4036825047907575,72,1.28588691466844,2.215622742918372
45,142,10.19578801035188,71,1.196725542043869,1.8326990050938077
48,136,4.7241452799717,95,1.2557479141897685,2.6
43,148,7.690316078291337,51,1.5474316974922049,1.8643780229550553
43,150,10.22966423246788,50,1.2825736371801653,1.68
45,139,10.861825057027778,87,1.049252732650996,1.8138788742703773
45,141,8.414724293156354,74,1.2666544874555785,1.8944468205169036
46,143,10.649319899683855,75,0.8465892385248214,1.82867479492725
45,140,7.7070491367827145,81,1.1916680321438324,2.4185047977587306
48,141,7.468357217338606,75,1.4392614257958405,2.0831005713037904
44,149,9.91441675830361,50,1.5032231768207245,1.7720333767458798
46,142,12.0,76,1.1184076133707657,1.68
48,132,10.202596830229044,124,0.8279162065523527,1.9619079979564267
47,134,4.5,103,0.8845223002660878,2.53577362948177
47,139,11.720322140909001,83,1.204015329437841,1.7366528652744633
44,148,4.654850687798613,53,1.2758194020958855,1.9560993916260778
45,141,8.220823342497946,77,1.0741420530162498,1.9442318965811907
48,132,9.123692268452492,121,1.1045999551419428,1.9992402488482481
43,146,5.44768118238917,59,1.17023846146194,1.904657937671533
43,149,4.5,50,1.76,2.096857520112116
46,140,9.060905910153545,87,0.9215047325630561,2.0389076902691685
47,138,8.267320316776145,86,1.1786948008258298,2.0219560110431245
47,139,8.729285312876788,82,1.2572643510704649,1.9878305968966963
46,146,10.171280344163604,57,1.2130412610852073,1.836540754237457
47,140,10.272829202170277,84,0.9539652490078546,1.8825643989536422
47,133,10.086486749011906,107,1.0330496614067042,1.8866311719447693
43,150,9.591323214288852,50,1.0192988954179067,1.68
46,142,5.29725522066457,70,1.2613071458878418,1.992710640564547
47,144,5.337464386899349,67,1.6021636872519962,2.150198627801056
48,139,12.0,84,1.079133883878201,1.7029381119186022
47,137,9.041763225228513,89,1.113771648964253,2.1049779059922633
46,134,4.623027395363049,104,1.2731624973677276,2.320220898942444
47,132,8.731981108902376,123,1.201890054544676,2.5299717566002484
43,148,11.14830669831134,58,1.0432391018138452,1.68
45,141,11.722979060501595,81,1.0066508283410884,1.68
48,133,4.5,92,1.370416762675333,2.6
45,141,7.6928864941989294,77,1.0750049432585653,1.8487690575290536
44,147,9.60353777675049,57,1.5255348978890686,1.814373890369281
44,148,8.14306477248845,52,1.4607927004540315,1.7965292735264289
