IW,IF,VW,FP,Depth,Width
47,144,11.201968997706166,80,1.3292666926162253,2.068882887287595
43,150,10.78714552511129,67,1.195001334213018,1.8931532075312576
45,150,10.520537781499902,81,1.2609920649948343,1.8692653882010706
43,150,8.17545319992331,87,0.9758765112068366,2.087827337658938
45,147,10.412797624118461,80,1.2478924378176375,1.8362869574716094
44,139,8.807561251142518,52,0.8668553839849287,1.8993894472611799
43,140,11.244220169309736,63,1.3942340475221313,1.8188242758806776
46,139,10.576471749829754,78,1.199366601872297,1.8013378066324286
48,141,5.469460040751233,50,1.2980144129478974,1.724579382665552
44,148,10.402920103849628,84,1.0697588611057038,1.9218862708327416
43,150,8.444510900970421,79,1.013678028597485,1.7842762437141235
45,150,10.233668128582977,66,1.681528098383399,1.9161198103469859
45,141,11.667560890036729,50,1.299010572153514,1.9609681964419678
44,142,9.567389247873754,108,1.2585694458825953,1.7530291179068551
45,150,10.017019795924682,80,1.0323908424307304,1.9043149155795394
49,150,9.874271755550081,50,1.0624724306837945,2.1167950041795063
44,150,11.18524196146906,50,0.9457221769209102,1.95991370631685
47,140,8.159993243881528,77,1.0691783990795636,1.8814649892145832
44,149,10.120451293606175,56,1.108540726538536,2.1299109852172906
48,141,11.157049564709665,82,1.1784655185471984,1.9102964253765868
49,142,10.421535285867876,53,1.025305875751091,2.06075406635101
44,138,9.477640352004293,50,1.3403297882702985,2.153770350173218
48,141,10.361941791075541,50,1.1561654491687685,1.7407350541818056
44,140,11.550023838091658,71,1.0892078333156123,1.9627462288131128
45,140,9.858240494383312,74,1.0842368996964038,1.9849412178634547
44,148,10.917523527682114,63,0.8,1.762361092803179
44,138,8.11773234949667,61,1.3405805081475906,2.5954886572772526
45,142,11.351943449410452,50,1.1124989872614481,2.6
45,131,10.472954489879356,77,1.2767813175544478,2.0455124138574274
46,142,7.250901428819922,84,1.2325412985914566,1.966010548494262
48,143,9.31911954115175,78,1.2793387508759713,1.9574859625411092
48,145,10.577771116996898,82,1.2732270373423356,2.554758064661796
43,143,9.655942941043048,69,1.1355779501911314,1.78291268885425
45,150,8.586131419750913,58,1.2277351165404422,1.7193640150570877
48,150,10.3236794363573,87,1.3651158891427406,2.464786907921763
43,140,9.657176312539095,77,1.703805538098023,1.697546412579197
43,144,8.662208881248171,74,1.2466864564223212,2.6
