IW,IF,VW,FP,Depth,Width
46,140,10.723390362599826,80,1.305800840648859,1.8669939895749927
45,141,9.18595809379651,80,1.1322388212802732,1.9277569797611624
46,140,8.534976166896046,80,1.361410595265863,2.3316205654499833
45,141,10.098839502060274,80,1.2074150866394557,1.8876680354529445
48,131,9.212342463414926,125,0.8351059146288295,2.3647770540862876
45,141,10.67460244330757,80,1.0556145351808972,1.7959298044587815
43,147,8.523134831575542,62,1.1010852125006263,1.8160405471360588
46,146,9.245612418142711,118,0.8953042851787095,1.8881202669209647
43,147,9.541754546085713,59,1.0663863149417168,1.8881493809273646
47,139,4.5,79,1.3747244528983555,2.3481820598457137
46,140,4.9714549269906,80,1.2269791595516686,2.3768654468639445
44,146,8.92604457623475,59,1.1738598351300797,1.8041740427931883
48,133,9.94480978300309,119,0.8832483901400793,1.810301370855852
48,141,12.0,81,1.1816868677175723,1.8189310183225196
44,141,9.707076644934283,80,1.1040401796984256,1.8164794946535054
47,141,9.004444353067926,80,1.2025057710058746,1.7971900735800652
46,140,4.963542978221861,80,1.3449945926665159,2.4081783287994742
46,140,4.5,80,1.5003190244019122,2.4449668529309085
46,147,9.390586926025085,116,1.0292021413249772,1.8460654719180987
45,146,9.740504648629665,60,1.2827008371893396,1.7196618586265984
45,140,4.5,80,1.7474777128275514,2.498967169030752
43,147,9.529712437555236,57,1.1564313875152656,1.817489517550108
46,146,9.82715595333396,59,1.2812700932147716,1.7446020477355144
45,140,9.24261804019635,79,0.9916509637355833,1.8277940621391826
45,140,4.5,80,1.1586765243335058,2.5386319723264883
44,147,9.045635667402841,61,1.133232568937164,1.759982734014197
49,131,8.26901071887689,123,0.8173840857429057,2.373922938633494
43,147,9.332350152271882,59,1.2311469862092934,1.7258703860920925
44,146,8.975607223612668,59,1.2233465039471416,1.7367676887538954
44,141,9.958465263390368,81,1.127587428874012,1.793031290528545
43,146,8.986277480601872,59,1.3443212655277368,1.821919553870626
45,140,10.083688972613672,79,1.207757359165695,1.7401784565887597
45,133,9.329684752990005,117,0.944895055323325,1.923651533686624
49,132,9.444307960274195,125,0.8701812298596889,2.476722680864175
46,133,10.059109382163843,119,0.8836788909546023,1.7817838447517242
47,140,9.600030914640714,81,1.24495016612154,1.829240807700401
46,146,10.123082024033716,60,1.2112007207593551,1.801670232145435
44,146,9.190940378578007,59,1.2012735771162046,1.7265313207093025
44,145,9.296921399828795,59,1.0051433934438596,1.8379125451549032
44,146,8.863936538943099,61,1.1633843952138345,1.8393111423020152
46,146,9.938544613795647,58,1.2547153206286488,1.6863419613131558
44,147,8.941315968950601,59,1.1372411660728141,1.8127709015503812
44,140,5.028193503961829,79,1.3910212106116258,2.4421448727356148
43,146,9.504113754500313,60,1.1997742703193348,1.757640657382633
44,146,8.789641899857111,60,1.2482285400567468,1.729583190480701
47,140,9.910718414677717,80,1.0093289387693234,1.8281023651012833
46,146,9.492914781068762,59,1.3335444443648135,1.695155305303144
47,132,9.549517278557868,120,0.9662514127097361,2.3216731946926106
44,147,9.257267800252128,60,1.2109127343058577,1.7973754938624162
43,140,9.324781949533493,81,0.9803509620167603,1.8399879064589466
46,141,9.962952962272933,81,0.8,1.8549650909343673
44,141,8.456200370729915,80,1.2332943147159217,1.9411237313552459
45,140,9.403623063975285,80,1.2303449108367843,1.8698927834786114
48,140,4.5,80,1.3469991735411435,2.551380804412134
45,140,9.852516224238318,80,1.208546435265625,1.7922497540514466
47,140,9.949943055045821,60,1.252364709309707,1.84422277837639
44,140,9.02713884317179,80,1.2585583375784273,1.9243548688711078
46,146,9.168255079905649,59,1.256508732347184,1.8305307076592947
45,132,9.688650103356327,61,1.0181106545877592,1.8227202538959024
46,145,9.37896510873181,60,1.0025910845770278,1.7850636102706006
44,141,9.477799682068941,81,1.1300342917561477,1.8724942357409096
46,141,11.235854488999895,80,1.0100327292840372,1.7273678384438078
45,147,9.274086956728095,61,1.1458708063811496,1.7168890214683403
