IW,IF,VW,FP,Depth,Width
45,150,10.457005734767002,73,0.8727821567971247,1.9558757934204825
43,147,10.464979424390542,77,1.1980772875947436,2.6
46,144,9.544268680352104,56,1.0355073859986381,2.582455231049211
46,142,10.83329819201731,100,1.2217273363869445,1.8540448318512894
47,141,10.270355484457008,50,1.2775775561157816,1.8429306022410294
46,141,10.667384983155012,76,1.031518164609689,1.68
43,150,9.126686723998791,78,1.039936971771118,1.9940422505672064
47,141,11.966463402040333,71,1.333419292300024,1.9935520228391013
44,150,8.938808181428728,81,1.2905416422621785,2.6
49,150,10.539060413647217,50,1.2259586545099395,1.8109111167994152
43,133,11.209319236910737,78,1.5938707788851951,2.4850433851485874
43,150,4.5,58,1.0585745316228197,1.8626550451610668
46,139,11.242470802472818,76,1.2499901034166299,2.0831244262972493
45,140,10.754745915785003,73,1.297808533093123,1.929975277468947
47,145,8.478221618180878,75,1.167255414855182,2.4224163435543007
47,147,9.462207718353794,50,1.2511418667223457,1.9496066490830672
46,149,7.753456699571479,86,1.36930868764729,1.9155707016614414
43,141,10.312315981589826,125,1.2425841220372646,2.019063058454589
45,150,9.579071834592119,80,1.2235328520810749,2.05238472899234
45,150,9.942121542693755,79,1.1181884323367635,2.2325843262708522
47,143,7.448460132465254,74,1.2987120609661,2.0041690223981625
46,150,11.50029823251122,84,1.2475502921800783,2.074072606605286
43,131,10.908822188776,50,1.2109386249402996,1.9940532459271803
46,146,9.625420676955482,76,1.1061031908124217,1.9819150139696702
43,150,7.352042043064152,80,0.8,2.1182888411399476
47,150,11.01516831945927,71,1.2508864476644082,1.9057191057115719
45,143,9.40489386034149,85,0.9464274254004338,2.536403955430762
43,148,9.36475156343882,81,1.1950873591303304,2.6
49,149,9.549579680837084,93,1.0864380954293664,1.998052873229241
46,150,11.132509631637669,56,1.018848927588454,1.927838327559457
46,150,8.856631807264804,75,1.007401940834035,2.057430296989261
45,138,8.219698183761261,72,1.0805611955636993,1.68
44,150,11.88481405307058,77,1.13148487159853,1.8824022219220597
45,142,10.408567755636684,81,1.1176633116427146,1.68
44,131,10.919632087080556,54,1.1329492995429433,1.706709193684532
47,150,11.561602386464028,82,1.1621459322822858,2.112933515287663
43,135,9.642122167960622,107,0.8,1.8147275357560202
45,150,5.0977416597908025,67,1.2771462313198012,1.9717638507840447
46,149,10.087899788753361,76,1.3176359269946873,2.172621844317131
45,145,10.153809330684085,87,0.9665973504799446,1.7327284787741586
44,131,10.420406617719372,50,1.1324933252696303,1.7159343686451258
43,150,10.355375795078583,74,1.148296538393279,1.9557179516875511
43,149,9.374403424603988,77,1.019528874707283,1.9139769324550593
47,140,10.858843423984682,104,1.416183151563456,1.9203089519070522
49,141,10.102013047862487,125,1.0667403154418453,1.7229815677547415
43,150,6.467760002831765,89,1.1672782146870346,1.9114639378373375
45,150,10.550017804709416,53,1.0266319783792057,1.9312260081587893
47,148,10.379169091927189,75,1.1977420271933115,1.823132892809192
45,149,11.01244392276306,57,1.1453022070677614,2.1077894986196677
43,149,10.231302282377825,58,1.0664771501438313,2.6
47,140,9.677245325532866,50,1.2303364785350517,1.9645332862119602
45,150,11.204341723237699,70,0.8751342968058271,1.9667045923749626
43,143,10.5576954998498,50,1.0895392080174031,1.6836091879917245
44,149,11.570815914150415,73,1.0300336148911613,1.68
44,147,9.447708150671652,53,1.3393211948258295,2.2519092946054697
44,150,10.48841857351697,108,0.9621714081614916,2.2936562551461717
44,148,9.783668596395973,50,1.2885877950728626,1.8307427531554497
45,135,9.586532670433835,63,1.0984102770714805,1.8071920898665854
47,131,9.932561113508982,97,1.1795147189506532,1.7182611045825893
44,144,9.114744786675804,82,1.4099451108594647,1.68
43,143,10.84653016355465,73,1.408580531418498,2.061468911958047
45,139,11.122943515543087,68,1.2653034835662058,2.059061777404914
